equipment_id,machine_type,operating_hours,part_number,part_category,part_price_usd,failure_rate_est,expected_replacement_interval_hours,supplier,lead_time_days,downtime_impact_hours
EQ-0527,AsphaltPlant,2226,PART-8357,Wear,558.92,0.12713864207844208,1862,CAT,30,119
EQ-0528,Paver,2120,PART-2289,Hydraulic,699.47,0.20817839985957332,1839,LocalVendor1,24,49
EQ-0529,AsphaltPlant,2097,PART-2447,Transmission,77.21,0.16552967617621314,1628,LocalVendor2,19,8
EQ-0530,AsphaltPlant,2753,PART-4199,Filters,281.89,0.12117948931910856,2983,Dynapac,36,73
EQ-0531,Roller,4345,PART-7381,Engine,783.35,0.2223663763206037,3237,Wirtgen,14,27
EQ-0532,Roller,2052,PART-8522,Filters,197.29,0.10178849974346305,1601,Volvo,13,20
EQ-0533,Roller,572,PART-7059,Hydraulic,580.82,0.09911357286878557,621,Volvo,48,26
EQ-0534,AsphaltPlant,3424,PART-4183,Wear,93.06,0.01,3094,Dynapac,51,76
EQ-0535,Excavator,2406,PART-6462,Transmission,871.84,0.11122220159957869,2706,Wirtgen,6,52
EQ-0536,AsphaltPlant,2936,PART-4216,Filters,467.6,0.24161016752455977,3037,Volvo,40,194
EQ-0537,Excavator,1019,PART-4136,Electrical,900.77,0.01,869,Volvo,12,192
EQ-0538,Excavator,1807,PART-4318,Engine,388.68,0.08336559018395477,1970,LocalVendor1,59,111
EQ-0539,Roller,3300,PART-3782,Filters,185.49,0.1807347989123119,2540,CAT,12,137
EQ-0540,Bulldozer,1223,PART-8657,Engine,885.06,0.01,1249,Volvo,48,11
EQ-0541,Paver,2874,PART-5920,Transmission,146.71,0.11425109705431646,2765,LocalVendor2,43,55
EQ-0542,Roller,2295,PART-7324,Electrical,171.12,0.22986042509275223,1975,Wirtgen,48,69
EQ-0543,Roller,1626,PART-7327,Wear,412.0,0.29301180612942923,1727,LocalVendor2,32,13
EQ-0544,Bulldozer,1563,PART-9417,Wear,484.85,0.17031725959669225,1911,Dynapac,32,86
EQ-0545,Paver,1399,PART-1776,Electrical,845.23,0.08514730872312179,1817,LocalVendor1,14,49
EQ-0546,AsphaltPlant,2400,PART-6208,Engine,118.75,0.08279098829462021,2555,Wirtgen,15,126
EQ-0547,AsphaltPlant,2529,PART-1687,Transmission,529.84,0.16014355785316328,2384,LocalVendor1,50,179
EQ-0548,Roller,1958,PART-1529,Filters,452.45,0.1696674324815569,1635,CAT,46,199
EQ-0549,Paver,1356,PART-6067,Electrical,69.78,0.28005501320407744,1158,Volvo,43,156
EQ-0550,Roller,2837,PART-9080,Hydraulic,196.93,0.2179563396776042,2802,Wirtgen,26,14
EQ-0551,Excavator,3452,PART-6518,Engine,149.71,0.15588745415219435,3177,Dynapac,34,77
EQ-0552,Roller,3068,PART-3153,Wear,158.93,0.1265354922718407,3829,CAT,34,52
EQ-0553,Roller,5335,PART-7094,Electrical,1271.43,0.3610298196511547,4913,CAT,16,167
EQ-0554,AsphaltPlant,2141,PART-7974,Wear,358.82,0.19386163599971268,1978,LocalVendor1,17,186
EQ-0555,AsphaltPlant,4155,PART-5774,Engine,429.41,0.10318738004957184,3864,CAT,45,91
EQ-0556,AsphaltPlant,1702,PART-8692,Wear,1176.73,0.13427639534859656,2045,Wirtgen,59,115
EQ-0557,Excavator,1572,PART-4103,Electrical,192.06,0.08857816819978298,1714,LocalVendor1,57,20
EQ-0558,AsphaltPlant,2468,PART-3440,Engine,535.6,0.01,2637,CAT,39,57
EQ-0559,Paver,4564,PART-5135,Hydraulic,221.03,0.17188556938451258,4109,Dynapac,7,44
EQ-0560,Bulldozer,2032,PART-8124,Electrical,660.99,0.274771795159012,2419,LocalVendor2,45,104
EQ-0561,Paver,1019,PART-6201,Filters,109.78,0.0358609958426887,736,Wirtgen,26,24
EQ-0562,Paver,3423,PART-1844,Transmission,935.15,0.15386838171153125,4184,Dynapac,16,73
EQ-0563,AsphaltPlant,2250,PART-1446,Electrical,124.07,0.10051666546036819,2267,Dynapac,5,49
EQ-0564,Bulldozer,2671,PART-4915,Engine,168.46,0.18650517678988968,2507,LocalVendor1,57,10
EQ-0565,Bulldozer,1611,PART-4109,Transmission,473.41,0.13793688902928036,1608,Volvo,5,181
EQ-0566,Bulldozer,2457,PART-2234,Electrical,200.14,0.054796174190767905,2703,LocalVendor1,31,43
EQ-0567,Excavator,1099,PART-7587,Hydraulic,331.11,0.0813227400235185,777,Wirtgen,35,106
EQ-0568,AsphaltPlant,4997,PART-1226,Hydraulic,226.41,0.09187896276110546,6110,Wirtgen,28,134
EQ-0569,Bulldozer,3705,PART-5143,Filters,456.87,0.24410227455910455,3586,LocalVendor1,32,111
EQ-0570,Excavator,2407,PART-8185,Wear,127.76,0.24052814938511058,2180,Volvo,57,43
EQ-0571,Roller,3380,PART-6558,Transmission,68.07,0.12820564790211117,2646,LocalVendor1,33,122
EQ-0572,Roller,1704,PART-1186,Engine,156.97,0.23594624034159428,1642,Wirtgen,45,153
EQ-0573,Excavator,3631,PART-3535,Engine,242.91,0.1378771312422678,3622,Volvo,40,172
EQ-0574,Excavator,1990,PART-2932,Wear,105.18,0.1271336069084869,1874,Wirtgen,53,86
EQ-0575,AsphaltPlant,1923,PART-3032,Hydraulic,181.46,0.15399824883858224,2129,Volvo,10,58
EQ-0576,AsphaltPlant,1446,PART-2252,Hydraulic,203.24,0.16993776950365455,1377,Volvo,42,114
EQ-0577,Roller,2821,PART-6509,Electrical,67.73,0.11111886449944988,3601,LocalVendor1,9,16
EQ-0578,Bulldozer,2359,PART-6074,Filters,312.62,0.15153060195275558,2499,LocalVendor1,15,169
EQ-0579,Roller,4215,PART-2881,Transmission,697.14,0.20511257539525662,4992,LocalVendor1,34,114
EQ-0580,Bulldozer,1363,PART-1269,Filters,99.37,0.1590677747444233,1043,Volvo,24,42
EQ-0581,Bulldozer,2827,PART-2630,Filters,323.25,0.1529948031487024,2652,Volvo,22,147
EQ-0582,AsphaltPlant,3865,PART-5405,Electrical,377.85,0.18459261499965565,3486,Wirtgen,56,11
EQ-0583,Paver,6396,PART-7139,Filters,213.07,0.19666942426010264,6662,Dynapac,13,82
EQ-0584,Paver,2549,PART-2574,Wear,412.29,0.1456168926970954,3101,LocalVendor1,58,182
EQ-0585,Excavator,1972,PART-2695,Electrical,208.66,0.11680732600452957,1473,LocalVendor2,3,69
EQ-0586,AsphaltPlant,2520,PART-4258,Wear,260.74,0.16324423124319645,1873,Wirtgen,14,106
EQ-0587,Bulldozer,4065,PART-4262,Electrical,52.21,0.038422538912369034,4919,Wirtgen,5,199
EQ-0588,Paver,4064,PART-2445,Filters,403.02,0.13527746031473015,3363,CAT,21,105
EQ-0589,Bulldozer,2208,PART-7263,Wear,374.83,0.01,2431,LocalVendor1,51,48
EQ-0590,Paver,4033,PART-9411,Wear,61.75,0.03269457515944495,4136,Wirtgen,52,35
EQ-0591,Paver,2308,PART-1052,Wear,187.78,0.02216699054083024,2768,CAT,49,175
EQ-0592,Paver,3364,PART-6570,Electrical,1209.43,0.2233146219717136,2607,LocalVendor2,15,81
EQ-0593,AsphaltPlant,2975,PART-8579,Engine,213.8,0.15097872711785273,2314,LocalVendor2,31,52
EQ-0594,Roller,1935,PART-2666,Filters,259.11,0.06165656837485656,2000,LocalVendor1,30,86
EQ-0595,Bulldozer,1472,PART-7901,Wear,772.15,0.18437462304117497,1866,Volvo,9,131
EQ-0596,AsphaltPlant,3910,PART-3785,Transmission,428.97,0.21920581355565627,3710,CAT,13,193
EQ-0597,AsphaltPlant,4392,PART-1719,Engine,311.73,0.18559398893031614,3935,Volvo,42,88
EQ-0598,AsphaltPlant,2797,PART-9597,Transmission,529.56,0.13679029100551895,2976,LocalVendor2,39,14
EQ-0599,AsphaltPlant,2307,PART-7855,Filters,649.34,0.1662740632893557,2902,LocalVendor2,27,33
EQ-0600,AsphaltPlant,1277,PART-3294,Filters,233.13,0.21310475731999126,1535,Dynapac,51,52
EQ-0601,Excavator,3865,PART-9263,Wear,243.37,0.11715279136361409,5014,Dynapac,3,194
EQ-0602,Bulldozer,2652,PART-5482,Wear,196.35,0.15209068462804778,1892,Dynapac,56,120
EQ-0603,AsphaltPlant,2064,PART-1698,Electrical,1070.71,0.1319964868775498,1584,Dynapac,41,17
EQ-0604,Bulldozer,3406,PART-8243,Engine,408.37,0.03706089031432598,3629,Wirtgen,57,176
EQ-0605,Excavator,1160,PART-6918,Engine,76.07,0.2141597726451011,1383,Dynapac,15,51
EQ-0606,Excavator,1411,PART-1348,Wear,646.24,0.2940090305495807,1229,Wirtgen,7,107
EQ-0607,Bulldozer,1675,PART-6374,Filters,246.5,0.0888343765131167,1412,Wirtgen,43,196
EQ-0608,Paver,2933,PART-8869,Wear,71.37,0.21738761644204094,3438,LocalVendor1,41,95
EQ-0609,Roller,2532,PART-1307,Filters,289.36,0.09106043541668793,1858,Wirtgen,32,57
EQ-0610,Paver,3088,PART-4416,Filters,211.95,0.15929514705539452,2845,Wirtgen,18,96
EQ-0611,Paver,3748,PART-5820,Wear,680.5,0.25556085916528437,3761,Dynapac,26,81
EQ-0612,Paver,3137,PART-4558,Hydraulic,118.44,0.11356927102255222,3250,Wirtgen,33,48
EQ-0613,AsphaltPlant,5045,PART-5478,Engine,575.41,0.14897195099256885,5737,Volvo,13,160
EQ-0614,Excavator,3745,PART-7531,Transmission,294.72,0.02389479024443461,3418,Dynapac,50,6
EQ-0615,Paver,2205,PART-5620,Filters,66.85,0.10350569592376378,2354,CAT,14,105
EQ-0616,Excavator,1801,PART-3985,Filters,1121.01,0.016560937459950575,1893,Dynapac,20,61
EQ-0617,Bulldozer,2236,PART-9112,Hydraulic,265.61,0.1800424683912499,2299,Wirtgen,45,61
EQ-0618,Roller,3186,PART-9467,Transmission,153.12,0.20821462912661043,3454,Volvo,49,38
EQ-0619,Bulldozer,1893,PART-3547,Electrical,240.13,0.1344855579400437,1619,Dynapac,26,62
EQ-0620,Bulldozer,3225,PART-1336,Hydraulic,635.28,0.17001208770797546,2421,Volvo,32,184
EQ-0621,AsphaltPlant,3063,PART-3979,Transmission,159.11,0.1271988681324687,2363,CAT,38,161
EQ-0622,Roller,1461,PART-4968,Hydraulic,114.21,0.20183817561121054,1219,LocalVendor2,26,39
EQ-0623,Bulldozer,3713,PART-1910,Filters,91.46,0.15906233545876391,3713,CAT,17,79
EQ-0624,Bulldozer,2752,PART-2996,Engine,156.09,0.011003565093750833,3314,LocalVendor2,58,180
EQ-0625,Roller,4935,PART-4129,Hydraulic,504.3,0.2157986572664974,5531,LocalVendor1,39,37
EQ-0626,Roller,2312,PART-6447,Electrical,241.39,0.12273200437917925,2712,LocalVendor2,44,119
EQ-0627,Bulldozer,2020,PART-7129,Wear,127.43,0.06107343701541168,1839,LocalVendor1,50,79
EQ-0628,Roller,1370,PART-6850,Transmission,104.52,0.11927462193591978,1291,Dynapac,59,77
EQ-0629,Bulldozer,1359,PART-5204,Hydraulic,171.37,0.016855124601749205,1272,LocalVendor1,24,82
EQ-0630,Bulldozer,3517,PART-8446,Hydraulic,893.65,0.06250774821326696,2866,Volvo,15,13
EQ-0631,AsphaltPlant,4711,PART-9519,Electrical,176.03,0.16000647270807722,3470,LocalVendor1,7,52
EQ-0632,Paver,2222,PART-1314,Engine,1379.97,0.16586981804383963,2343,Volvo,26,71
EQ-0633,Bulldozer,2155,PART-2134,Hydraulic,249.21,0.17145071839786177,2787,LocalVendor2,24,168
EQ-0634,Excavator,2409,PART-5876,Hydraulic,109.23,0.15022469074344483,1927,LocalVendor2,44,123
EQ-0635,Paver,3826,PART-9102,Engine,715.31,0.10149944135695917,2785,LocalVendor2,13,176
EQ-0636,Paver,1468,PART-9347,Electrical,235.05,0.14618786023776043,1714,LocalVendor1,14,192
EQ-0637,Paver,2600,PART-6592,Transmission,421.02,0.11939547871364803,2214,LocalVendor2,37,195
EQ-0638,AsphaltPlant,3553,PART-2724,Transmission,1285.19,0.0361952881347371,4255,LocalVendor1,40,137
EQ-0639,Bulldozer,2917,PART-4343,Hydraulic,65.44,0.09593095062925883,3273,LocalVendor1,35,123
EQ-0640,AsphaltPlant,462,PART-1886,Engine,80.51,0.2122678861818317,585,Wirtgen,7,90
EQ-0641,Bulldozer,3144,PART-1721,Hydraulic,432.38,0.26118059064384613,2972,Wirtgen,39,110
EQ-0642,AsphaltPlant,2930,PART-8678,Wear,149.31,0.1955892530883082,3214,LocalVendor1,51,80
EQ-0643,AsphaltPlant,4153,PART-4357,Transmission,111.11,0.258058843269469,4065,Volvo,53,44
EQ-0644,Excavator,4543,PART-1870,Filters,62.05,0.15597720270944707,4898,Dynapac,41,23
EQ-0645,AsphaltPlant,4061,PART-7751,Wear,56.63,0.27196632592917774,3938,CAT,9,51
EQ-0646,Roller,2415,PART-1497,Hydraulic,496.81,0.29381419082300064,1963,Wirtgen,9,69
EQ-0647,Excavator,995,PART-2756,Electrical,93.31,0.02865713513746683,999,LocalVendor1,41,199
EQ-0648,AsphaltPlant,5551,PART-2117,Transmission,239.18,0.16550453149929828,5646,CAT,34,150
EQ-0649,Paver,2148,PART-3828,Filters,329.34,0.15605011323612794,2548,Wirtgen,35,182
EQ-0650,Roller,2380,PART-2647,Wear,217.77,0.12031273290911305,2716,Dynapac,45,34
EQ-0651,Roller,4684,PART-7992,Transmission,58.24,0.18443408767059707,5144,Volvo,16,130
EQ-0652,Roller,1619,PART-7771,Engine,509.05,0.15287875480493138,1243,LocalVendor1,37,70
EQ-0653,Excavator,1178,PART-1142,Electrical,53.17,0.09851857557255696,1333,Dynapac,58,9
EQ-0654,AsphaltPlant,1899,PART-3761,Wear,480.51,0.14813764264741128,1899,Wirtgen,36,97
EQ-0655,AsphaltPlant,1662,PART-4435,Engine,721.33,0.2343216205557873,2054,LocalVendor1,47,101
EQ-0656,Paver,1120,PART-7622,Hydraulic,220.13,0.1627776667817873,1402,CAT,23,174
EQ-0657,Paver,2244,PART-8069,Engine,280.07,0.19388683237792928,1645,LocalVendor2,24,98
EQ-0658,Roller,2423,PART-5512,Wear,244.44,0.13060628298046362,2889,Volvo,41,110
EQ-0659,Paver,1086,PART-2848,Wear,197.9,0.18164448071061304,784,Wirtgen,46,137
EQ-0660,Excavator,2015,PART-3696,Hydraulic,705.24,0.0653549828661774,1854,Volvo,56,182
EQ-0661,AsphaltPlant,1611,PART-2717,Engine,723.11,0.11501956504061453,1651,LocalVendor1,52,89
EQ-0662,Roller,837,PART-4072,Engine,172.76,0.14281319740038503,660,LocalVendor2,23,62
EQ-0663,Paver,2459,PART-3786,Hydraulic,336.41,0.06065648555614235,2822,Dynapac,6,83
EQ-0664,Excavator,2571,PART-4791,Engine,834.81,0.09188482967754094,1812,Volvo,32,12
EQ-0665,Excavator,1611,PART-4871,Transmission,1031.51,0.1719178238001724,1290,CAT,14,163
EQ-0666,Paver,3699,PART-2806,Hydraulic,263.37,0.15908823414016227,3878,Wirtgen,29,16
EQ-0667,AsphaltPlant,2356,PART-2504,Electrical,230.9,0.2064455797260396,2659,CAT,59,153
EQ-0668,Paver,1648,PART-4308,Wear,148.01,0.10796422872703851,2059,Volvo,21,98
EQ-0669,Roller,1050,PART-8117,Electrical,1007.32,0.1540321558203669,1179,LocalVendor2,34,194
EQ-0670,Paver,2633,PART-6048,Transmission,96.23,0.10296928123813201,2904,Dynapac,17,95
EQ-0671,Excavator,2927,PART-9263,Transmission,310.13,0.19942899843765283,2741,Dynapac,30,37
EQ-0672,Paver,1849,PART-2690,Filters,149.62,0.2333522281217673,1295,CAT,24,158
EQ-0673,AsphaltPlant,2495,PART-4303,Filters,148.14,0.1838327379076962,1926,LocalVendor1,25,104
EQ-0674,Bulldozer,4543,PART-4113,Filters,205.74,0.2242835993393608,4637,LocalVendor1,35,172
EQ-0675,Paver,3442,PART-8850,Hydraulic,2065.87,0.15227499040215034,3803,LocalVendor2,8,197
EQ-0676,AsphaltPlant,695,PART-7416,Engine,66.96,0.2063915684496623,660,Dynapac,39,191
EQ-0677,AsphaltPlant,1639,PART-2504,Transmission,309.21,0.1552792419828722,1865,CAT,38,19
EQ-0678,Excavator,2194,PART-9924,Electrical,75.85,0.07825503533899623,2222,CAT,5,118
EQ-0679,AsphaltPlant,2417,PART-4924,Electrical,100.36,0.16727049720890244,1799,CAT,35,133
EQ-0680,AsphaltPlant,2520,PART-9615,Electrical,223.71,0.08032923143466433,2054,Volvo,43,15
EQ-0681,AsphaltPlant,2843,PART-5485,Electrical,264.29,0.3137390266098238,3422,LocalVendor2,23,59
EQ-0682,AsphaltPlant,2228,PART-9100,Filters,139.84,0.1266138288857266,2528,LocalVendor1,6,6
EQ-0683,Roller,2353,PART-9684,Electrical,164.14,0.1951526498814298,2910,LocalVendor1,51,69
EQ-0684,Roller,3521,PART-1191,Engine,77.29,0.14913107463320838,2713,Volvo,43,176
EQ-0685,Excavator,2657,PART-9690,Filters,158.39,0.06364706031748658,3438,Wirtgen,24,20
EQ-0686,Paver,1303,PART-5917,Electrical,1069.39,0.017103387895479993,1075,Volvo,55,154
EQ-0687,AsphaltPlant,2452,PART-6831,Hydraulic,918.53,0.20243097685518918,1733,LocalVendor2,16,110
EQ-0688,Paver,2197,PART-5322,Wear,172.34,0.25845386487397415,2852,CAT,32,150
EQ-0689,Paver,833,PART-7999,Wear,303.79,0.09856374049527489,723,Volvo,10,179
EQ-0690,Excavator,2510,PART-8282,Wear,771.04,0.03403152363082866,2763,CAT,44,34
EQ-0691,AsphaltPlant,1390,PART-2874,Filters,51.86,0.12723860873048626,1120,LocalVendor2,59,14
EQ-0692,AsphaltPlant,3544,PART-5763,Electrical,549.3,0.08440180683328867,3714,LocalVendor2,54,190
EQ-0693,Bulldozer,2825,PART-9464,Transmission,939.09,0.10447790240965349,3509,Dynapac,26,66
EQ-0694,Paver,1266,PART-2051,Transmission,78.73,0.19272615898076995,1129,CAT,26,89
EQ-0695,Paver,3473,PART-8538,Transmission,102.82,0.14646758668180132,3827,LocalVendor1,50,138
EQ-0696,Roller,4183,PART-8411,Filters,1021.31,0.09193447087825876,3399,Volvo,22,71
EQ-0697,Bulldozer,2073,PART-7320,Engine,281.36,0.19119505503828366,2228,LocalVendor2,10,45
EQ-0698,Roller,2191,PART-3105,Hydraulic,54.29,0.19668106415530537,1975,CAT,56,175
EQ-0699,Roller,3323,PART-1307,Hydraulic,139.37,0.12640597597687622,2747,Wirtgen,49,22
EQ-0700,Roller,4044,PART-8737,Wear,229.32,0.1596541564642642,3590,Dynapac,39,62
EQ-0701,Excavator,958,PART-4359,Wear,404.18,0.18643513181538823,773,Wirtgen,23,64
EQ-0702,Excavator,1342,PART-4176,Transmission,446.33,0.1798272191688378,1665,LocalVendor2,44,92
EQ-0703,Roller,1917,PART-2251,Transmission,1665.92,0.15284298608758728,1798,Wirtgen,24,31
EQ-0704,Bulldozer,2016,PART-6366,Wear,151.7,0.2502810282757707,1707,Wirtgen,50,72
EQ-0705,Paver,3280,PART-2517,Electrical,281.8,0.190787656911063,3178,Dynapac,5,26
EQ-0706,Bulldozer,4054,PART-7226,Engine,278.64,0.1184524688451587,3617,Dynapac,30,156
EQ-0707,AsphaltPlant,4188,PART-6305,Engine,206.08,0.11887316526107665,4802,Dynapac,16,44
EQ-0708,Excavator,946,PART-6869,Engine,105.6,0.11093395549043283,1213,Dynapac,2,113
EQ-0709,Paver,1566,PART-9039,Engine,1187.69,0.19424846630594678,1507,Wirtgen,55,78
EQ-0710,Paver,1237,PART-5891,Wear,625.84,0.10640767079986653,1504,LocalVendor1,31,70
EQ-0711,AsphaltPlant,1750,PART-5992,Hydraulic,256.95,0.12025706375580353,1819,LocalVendor1,30,172
EQ-0712,AsphaltPlant,1563,PART-2961,Wear,327.33,0.22406156716810688,1241,Dynapac,21,10
EQ-0713,Roller,2821,PART-3863,Engine,127.34,0.16341423734471722,3143,Volvo,34,116
EQ-0714,Excavator,2974,PART-7603,Wear,285.44,0.23389728389848313,2997,CAT,42,22
EQ-0715,Excavator,2340,PART-5567,Engine,406.2,0.20586419113466395,2551,LocalVendor2,45,85
EQ-0716,Bulldozer,2239,PART-7513,Filters,267.19,0.06763297196509556,2762,Volvo,37,106
EQ-0717,Roller,1956,PART-5005,Transmission,1440.23,0.1428506859231509,1886,LocalVendor2,23,114
EQ-0718,Roller,2064,PART-1183,Hydraulic,333.52,0.21929643279779798,2560,Volvo,14,34
EQ-0719,Roller,4521,PART-8755,Filters,189.07,0.06444767543942913,5200,Volvo,8,126
EQ-0720,Roller,3169,PART-4358,Electrical,493.72,0.17937975742510734,3147,LocalVendor1,9,153
EQ-0721,Excavator,1991,PART-7615,Wear,106.07,0.14725344684108793,2114,CAT,29,66
EQ-0722,Excavator,2219,PART-7797,Electrical,195.6,0.02716478805143288,1986,Volvo,46,142
EQ-0723,Roller,2851,PART-9728,Wear,177.83,0.15837615131632535,3678,Dynapac,44,124
EQ-0724,Bulldozer,1266,PART-8678,Transmission,219.59,0.09137723887114269,1393,LocalVendor2,10,111
EQ-0725,Paver,2491,PART-6698,Filters,506.68,0.06826437525185017,1809,LocalVendor1,26,145
EQ-0726,Paver,3092,PART-2273,Transmission,248.6,0.15063984730758428,2770,LocalVendor2,57,80
EQ-0727,Bulldozer,2917,PART-7653,Engine,523.98,0.014840294252289499,3132,Dynapac,17,13
EQ-0728,Roller,1581,PART-2096,Transmission,307.75,0.10279967951905823,1160,Dynapac,11,43
EQ-0729,Excavator,1724,PART-9002,Transmission,175.6,0.3285821976751854,1231,Volvo,12,28
EQ-0730,Paver,781,PART-5247,Engine,548.19,0.19551556753848603,757,Dynapac,32,129
EQ-0731,AsphaltPlant,3237,PART-6314,Wear,131.66,0.08830025656828527,2912,CAT,13,122
EQ-0732,AsphaltPlant,5367,PART-4354,Engine,126.23,0.24829161580702774,5168,Dynapac,32,38
EQ-0733,Bulldozer,1474,PART-1270,Filters,260.66,0.08055695074560063,1264,Volvo,15,65
EQ-0734,Roller,3735,PART-2186,Transmission,140.68,0.11124133928051691,2983,LocalVendor2,52,173
EQ-0735,Paver,5152,PART-7305,Engine,52.74,0.06958040130494982,5736,Dynapac,45,137
EQ-0736,Roller,1865,PART-3398,Transmission,363.49,0.16792559150662145,1881,LocalVendor1,33,83
EQ-0737,Paver,2220,PART-7995,Filters,264.68,0.245804073546799,1820,LocalVendor1,51,54
EQ-0738,Bulldozer,2618,PART-8299,Electrical,226.92,0.08006956372081005,2334,LocalVendor1,54,136
EQ-0739,Bulldozer,2875,PART-5182,Filters,1073.09,0.01,3033,LocalVendor2,18,55
EQ-0740,AsphaltPlant,2682,PART-3230,Hydraulic,304.03,0.22636766721635937,1993,Wirtgen,36,56
EQ-0741,Roller,1935,PART-7511,Hydraulic,647.28,0.25876603507613766,1525,LocalVendor1,2,126
EQ-0742,AsphaltPlant,3071,PART-1128,Hydraulic,95.06,0.010344367350968664,2284,LocalVendor1,30,171
EQ-0743,Roller,1956,PART-4672,Transmission,302.64,0.1822038039012511,2322,Wirtgen,52,12
EQ-0744,AsphaltPlant,2764,PART-5765,Wear,657.44,0.1658553746480702,3182,LocalVendor2,5,117
EQ-0745,Excavator,2301,PART-4970,Wear,312.48,0.09487672865785715,2650,LocalVendor1,24,49
EQ-0746,Excavator,894,PART-8545,Wear,429.77,0.052395103333153684,1010,Volvo,29,92
EQ-0747,Excavator,3978,PART-6552,Transmission,189.59,0.2194225241812589,4382,LocalVendor2,17,32
EQ-0748,Excavator,1747,PART-1627,Filters,79.1,0.16253493720200365,1722,LocalVendor1,13,123
EQ-0749,Paver,4155,PART-7589,Wear,233.69,0.16780985201987045,4509,LocalVendor1,54,111
EQ-0750,Excavator,3669,PART-3044,Electrical,200.5,0.10647614530167591,2652,Wirtgen,22,31
EQ-0751,Bulldozer,2582,PART-3341,Hydraulic,655.36,0.09386635568850296,2770,Volvo,46,197
EQ-0752,Bulldozer,2942,PART-6884,Filters,133.91,0.01,3432,LocalVendor2,18,166
EQ-0753,Paver,3101,PART-9185,Hydraulic,1070.97,0.13403803791505844,3101,Dynapac,41,85
EQ-0754,Excavator,2126,PART-1249,Wear,1002.01,0.2507178465617956,1944,CAT,14,105
EQ-0755,Excavator,2173,PART-3925,Filters,135.36,0.08768219059659424,1882,Volvo,53,66
EQ-0756,Excavator,3034,PART-6043,Engine,178.34,0.04343097140132819,3293,Dynapac,59,66
EQ-0757,AsphaltPlant,2313,PART-1974,Electrical,727.73,0.18049651965199012,2580,Volvo,33,170
EQ-0758,Roller,1938,PART-8192,Wear,1069.96,0.19340559989124353,2369,Dynapac,38,30
EQ-0759,AsphaltPlant,1594,PART-3672,Wear,225.79,0.10898658275231768,1443,Dynapac,51,125
EQ-0760,Roller,2801,PART-8279,Electrical,166.14,0.12558648747102508,3254,Volvo,16,28
EQ-0761,Excavator,1719,PART-8531,Electrical,274.02,0.16847321820531308,1782,Wirtgen,13,43
EQ-0762,Excavator,3394,PART-9662,Engine,399.2,0.13911153719594713,4173,Volvo,50,128
EQ-0763,AsphaltPlant,3521,PART-2987,Wear,145.84,0.22000905350277872,3579,Volvo,58,25
EQ-0764,AsphaltPlant,2932,PART-1090,Transmission,450.08,0.32060698031469537,2963,Dynapac,16,98
EQ-0765,Roller,3207,PART-9721,Wear,65.91,0.030358551136668077,3356,CAT,35,179
EQ-0766,Bulldozer,2936,PART-5059,Hydraulic,65.17,0.23608285913905863,3375,Dynapac,7,119
EQ-0767,Roller,3309,PART-3773,Filters,196.47,0.15736817907163336,4231,LocalVendor1,18,180
EQ-0768,AsphaltPlant,3246,PART-9383,Filters,180.84,0.24717406571979128,2415,Volvo,49,125
EQ-0769,AsphaltPlant,2733,PART-8409,Hydraulic,163.78,0.20070481578859756,2000,LocalVendor2,50,17
EQ-0770,Paver,3690,PART-5440,Filters,252.6,0.1542809521954998,4658,Volvo,58,135
EQ-0771,AsphaltPlant,2161,PART-8347,Electrical,166.02,0.20320160597087236,2199,Wirtgen,21,164
EQ-0772,Paver,1617,PART-2008,Filters,114.05,0.12240909601706416,1728,LocalVendor2,10,167
EQ-0773,Bulldozer,1577,PART-4783,Filters,161.09,0.09579890045266015,1560,Dynapac,6,23
EQ-0774,Roller,2016,PART-7646,Hydraulic,1155.52,0.20676041809188445,1524,Wirtgen,24,146
EQ-0775,Roller,827,PART-5298,Engine,208.86,0.09089700858473469,960,Volvo,34,180
EQ-0776,Paver,2571,PART-5668,Filters,226.48,0.19496608141490976,2952,Dynapac,39,85
EQ-0777,Roller,3120,PART-5287,Transmission,307.79,0.1521523308161249,2767,Dynapac,57,127
EQ-0778,AsphaltPlant,3499,PART-3052,Filters,1278.44,0.01,3092,LocalVendor1,15,72
EQ-0779,Excavator,992,PART-7009,Engine,132.96,0.10979322846759422,1193,LocalVendor1,18,177
EQ-0780,Paver,1602,PART-2716,Hydraulic,393.03,0.17343867365172352,1190,CAT,58,23
EQ-0781,Roller,3348,PART-1310,Engine,427.62,0.12157995352640553,4113,LocalVendor1,20,68
EQ-0782,Paver,2130,PART-5538,Hydraulic,330.43,0.01,1819,LocalVendor2,34,105
EQ-0783,Paver,3089,PART-2260,Electrical,77.82,0.2424525089478312,3261,Dynapac,2,70
EQ-0784,Excavator,1234,PART-4932,Hydraulic,388.91,0.1618562535890128,1556,LocalVendor1,14,70
EQ-0785,AsphaltPlant,4133,PART-1584,Electrical,69.87,0.1810617503888864,4574,CAT,47,79
EQ-0786,Paver,1185,PART-8616,Electrical,322.01,0.11687066934752292,1124,Volvo,28,49
EQ-0787,Roller,355,PART-9551,Hydraulic,453.64,0.18720427817026605,395,LocalVendor2,7,91
EQ-0788,Bulldozer,2537,PART-3866,Transmission,121.09,0.2784374101210692,2299,LocalVendor1,7,71
EQ-0789,Paver,2567,PART-6898,Wear,602.83,0.09854489114608495,2223,Dynapac,34,7
