date,product_id,product_name,category,supplier,qty_sold,price_usd
2025-09-30,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-09-30,P014,Sandwich Veggie,Food,Gourmet Beans,13,3.7
2025-09-30,P015,Chocolate Bar,Food,QuickSupplies,15,3.24
2025-09-30,P016,Cookie Pack,Food,Local Bakery Co,38,9.06
2025-09-30,P017,Cold Brew 330ml,Beverage,QuickSupplies,37,5.34
2025-09-30,P018,Iced Latte 330ml,Beverage,Gourmet Beans,31,4.68
2025-09-30,P019,Cup 8oz,Supply,Gourmet Beans,10,0.45
2025-09-30,P020,Paper Cup 12oz,Supply,BeverageHub,6,1.05
2025-10-01,P001,Espresso Beans 250g,Beverage,Gourmet Beans,11,7.58
2025-10-01,P002,Espresso Beans 1kg,Beverage,BeverageHub,22,2.81
2025-10-01,P003,Ground Coffee 500g,Beverage,BeverageHub,47,7.25
2025-10-01,P004,Latte Milk 1L,Dairy,QuickSupplies,0,7.78
2025-10-01,P005,Oat Milk 1L,Dairy,Local Bakery Co,14,9.61
2025-10-01,P006,Croissant,Bakery,FreshDairy,13,6.35
2025-10-01,P007,Pain au Chocolat,Bakery,Gourmet Beans,31,1.52
2025-10-01,P008,Bagel,Bakery,FreshDairy,23,6.88
2025-10-01,P009,Sourdough Loaf,Bakery,FreshDairy,6,3.36
2025-10-01,P010,Muffin,Bakery,FreshDairy,18,7.26
2025-10-01,P011,Bottled Water 500ml,Beverage,Gourmet Beans,67,2.3
2025-10-01,P012,Orange Juice 1L,Beverage,QuickSupplies,33,2.82
2025-10-01,P013,Sandwich Ham-Cheese,Food,FreshDairy,3,4.49
2025-10-01,P014,Sandwich Veggie,Food,Gourmet Beans,10,3.7
2025-10-01,P015,Chocolate Bar,Food,QuickSupplies,19,3.24
2025-10-01,P016,Cookie Pack,Food,Local Bakery Co,29,9.06
2025-10-01,P017,Cold Brew 330ml,Beverage,QuickSupplies,35,5.34
2025-10-01,P018,Iced Latte 330ml,Beverage,Gourmet Beans,25,4.68
2025-10-01,P019,Cup 8oz,Supply,Gourmet Beans,13,0.45
2025-10-01,P020,Paper Cup 12oz,Supply,BeverageHub,11,1.05
2025-10-02,P001,Espresso Beans 250g,Beverage,Gourmet Beans,6,7.58
2025-10-02,P002,Espresso Beans 1kg,Beverage,BeverageHub,18,2.81
2025-10-02,P003,Ground Coffee 500g,Beverage,BeverageHub,45,7.25
2025-10-02,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-10-02,P005,Oat Milk 1L,Dairy,Local Bakery Co,16,9.61
2025-10-02,P006,Croissant,Bakery,FreshDairy,12,6.35
2025-10-02,P007,Pain au Chocolat,Bakery,Gourmet Beans,37,1.52
2025-10-02,P008,Bagel,Bakery,FreshDairy,30,6.88
2025-10-02,P009,Sourdough Loaf,Bakery,FreshDairy,7,3.36
2025-10-02,P010,Muffin,Bakery,FreshDairy,16,7.26
2025-10-02,P011,Bottled Water 500ml,Beverage,Gourmet Beans,51,2.3
2025-10-02,P012,Orange Juice 1L,Beverage,QuickSupplies,29,2.82
2025-10-02,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-10-02,P014,Sandwich Veggie,Food,Gourmet Beans,15,3.7
2025-10-02,P015,Chocolate Bar,Food,QuickSupplies,8,3.24
2025-10-02,P016,Cookie Pack,Food,Local Bakery Co,28,9.06
2025-10-02,P017,Cold Brew 330ml,Beverage,QuickSupplies,42,5.34
2025-10-02,P018,Iced Latte 330ml,Beverage,Gourmet Beans,25,4.68
2025-10-02,P019,Cup 8oz,Supply,Gourmet Beans,12,0.45
2025-10-02,P020,Paper Cup 12oz,Supply,BeverageHub,18,1.05
2025-10-03,P001,Espresso Beans 250g,Beverage,Gourmet Beans,9,7.58
2025-10-03,P002,Espresso Beans 1kg,Beverage,BeverageHub,12,2.81
2025-10-03,P003,Ground Coffee 500g,Beverage,BeverageHub,32,7.25
2025-10-03,P004,Latte Milk 1L,Dairy,QuickSupplies,3,7.78
2025-10-03,P005,Oat Milk 1L,Dairy,Local Bakery Co,10,9.61
2025-10-03,P006,Croissant,Bakery,FreshDairy,5,6.35
2025-10-03,P007,Pain au Chocolat,Bakery,Gourmet Beans,43,1.52
2025-10-03,P008,Bagel,Bakery,FreshDairy,25,6.88
2025-10-03,P009,Sourdough Loaf,Bakery,FreshDairy,4,3.36
2025-10-03,P010,Muffin,Bakery,FreshDairy,18,7.26
2025-10-03,P011,Bottled Water 500ml,Beverage,Gourmet Beans,61,2.3
2025-10-03,P012,Orange Juice 1L,Beverage,QuickSupplies,23,2.82
2025-10-03,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-10-03,P014,Sandwich Veggie,Food,Gourmet Beans,11,3.7
2025-10-03,P015,Chocolate Bar,Food,QuickSupplies,17,3.24
2025-10-03,P016,Cookie Pack,Food,Local Bakery Co,27,9.06
2025-10-03,P017,Cold Brew 330ml,Beverage,QuickSupplies,39,5.34
2025-10-03,P018,Iced Latte 330ml,Beverage,Gourmet Beans,18,4.68
2025-10-03,P019,Cup 8oz,Supply,Gourmet Beans,10,0.45
2025-10-03,P020,Paper Cup 12oz,Supply,BeverageHub,14,1.05
2025-10-04,P001,Espresso Beans 250g,Beverage,Gourmet Beans,14,7.58
2025-10-04,P002,Espresso Beans 1kg,Beverage,BeverageHub,21,2.81
2025-10-04,P003,Ground Coffee 500g,Beverage,BeverageHub,54,7.25
2025-10-04,P004,Latte Milk 1L,Dairy,QuickSupplies,3,7.78
2025-10-04,P005,Oat Milk 1L,Dairy,Local Bakery Co,11,9.61
2025-10-04,P006,Croissant,Bakery,FreshDairy,10,6.35
2025-10-04,P007,Pain au Chocolat,Bakery,Gourmet Beans,57,1.52
2025-10-04,P008,Bagel,Bakery,FreshDairy,38,6.88
2025-10-04,P009,Sourdough Loaf,Bakery,FreshDairy,6,3.36
2025-10-04,P010,Muffin,Bakery,FreshDairy,16,7.26
2025-10-04,P011,Bottled Water 500ml,Beverage,Gourmet Beans,69,2.3
2025-10-04,P012,Orange Juice 1L,Beverage,QuickSupplies,37,2.82
2025-10-04,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-10-04,P014,Sandwich Veggie,Food,Gourmet Beans,8,3.7
2025-10-04,P015,Chocolate Bar,Food,QuickSupplies,14,3.24
2025-10-04,P016,Cookie Pack,Food,Local Bakery Co,31,9.06
2025-10-04,P017,Cold Brew 330ml,Beverage,QuickSupplies,51,5.34
2025-10-04,P018,Iced Latte 330ml,Beverage,Gourmet Beans,13,4.68
2025-10-04,P019,Cup 8oz,Supply,Gourmet Beans,7,0.45
2025-10-04,P020,Paper Cup 12oz,Supply,BeverageHub,16,1.05
2025-10-05,P001,Espresso Beans 250g,Beverage,Gourmet Beans,15,7.58
2025-10-05,P002,Espresso Beans 1kg,Beverage,BeverageHub,20,2.81
2025-10-05,P003,Ground Coffee 500g,Beverage,BeverageHub,63,7.25
2025-10-05,P004,Latte Milk 1L,Dairy,QuickSupplies,4,7.78
2025-10-05,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-10-05,P006,Croissant,Bakery,FreshDairy,13,6.35
2025-10-05,P007,Pain au Chocolat,Bakery,Gourmet Beans,52,1.52
2025-10-05,P008,Bagel,Bakery,FreshDairy,32,6.88
2025-10-05,P009,Sourdough Loaf,Bakery,FreshDairy,8,3.36
2025-10-05,P010,Muffin,Bakery,FreshDairy,11,7.26
2025-10-05,P011,Bottled Water 500ml,Beverage,Gourmet Beans,78,2.3
2025-10-05,P012,Orange Juice 1L,Beverage,QuickSupplies,38,2.82
2025-10-05,P013,Sandwich Ham-Cheese,Food,FreshDairy,4,4.49
2025-10-05,P014,Sandwich Veggie,Food,Gourmet Beans,5,3.7
2025-10-05,P015,Chocolate Bar,Food,QuickSupplies,18,3.24
2025-10-05,P016,Cookie Pack,Food,Local Bakery Co,27,9.06
2025-10-05,P017,Cold Brew 330ml,Beverage,QuickSupplies,46,5.34
2025-10-05,P018,Iced Latte 330ml,Beverage,Gourmet Beans,20,4.68
2025-10-05,P019,Cup 8oz,Supply,Gourmet Beans,9,0.45
2025-10-05,P020,Paper Cup 12oz,Supply,BeverageHub,14,1.05
2025-10-06,P001,Espresso Beans 250g,Beverage,Gourmet Beans,7,7.58
2025-10-06,P002,Espresso Beans 1kg,Beverage,BeverageHub,20,2.81
2025-10-06,P003,Ground Coffee 500g,Beverage,BeverageHub,39,7.25
2025-10-06,P004,Latte Milk 1L,Dairy,QuickSupplies,8,7.78
2025-10-06,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-10-06,P006,Croissant,Bakery,FreshDairy,5,6.35
2025-10-06,P007,Pain au Chocolat,Bakery,Gourmet Beans,29,1.52
2025-10-06,P008,Bagel,Bakery,FreshDairy,25,6.88
2025-10-06,P009,Sourdough Loaf,Bakery,FreshDairy,3,3.36
2025-10-06,P010,Muffin,Bakery,FreshDairy,10,7.26
2025-10-06,P011,Bottled Water 500ml,Beverage,Gourmet Beans,51,2.3
2025-10-06,P012,Orange Juice 1L,Beverage,QuickSupplies,26,2.82
2025-10-06,P013,Sandwich Ham-Cheese,Food,FreshDairy,3,4.49
2025-10-06,P014,Sandwich Veggie,Food,Gourmet Beans,7,3.7
2025-10-06,P015,Chocolate Bar,Food,QuickSupplies,14,3.24
2025-10-06,P016,Cookie Pack,Food,Local Bakery Co,34,9.06
2025-10-06,P017,Cold Brew 330ml,Beverage,QuickSupplies,37,5.34
2025-10-06,P018,Iced Latte 330ml,Beverage,Gourmet Beans,26,4.68
2025-10-06,P019,Cup 8oz,Supply,Gourmet Beans,11,0.45
2025-10-06,P020,Paper Cup 12oz,Supply,BeverageHub,12,1.05
2025-10-07,P001,Espresso Beans 250g,Beverage,Gourmet Beans,12,7.58
2025-10-07,P002,Espresso Beans 1kg,Beverage,BeverageHub,17,2.81
2025-10-07,P003,Ground Coffee 500g,Beverage,BeverageHub,40,7.25
2025-10-07,P004,Latte Milk 1L,Dairy,QuickSupplies,4,7.78
2025-10-07,P005,Oat Milk 1L,Dairy,Local Bakery Co,7,9.61
2025-10-07,P006,Croissant,Bakery,FreshDairy,6,6.35
2025-10-07,P007,Pain au Chocolat,Bakery,Gourmet Beans,35,1.52
2025-10-07,P008,Bagel,Bakery,FreshDairy,39,6.88
2025-10-07,P009,Sourdough Loaf,Bakery,FreshDairy,12,3.36
2025-10-07,P010,Muffin,Bakery,FreshDairy,18,7.26
2025-10-07,P011,Bottled Water 500ml,Beverage,Gourmet Beans,65,2.3
2025-10-07,P012,Orange Juice 1L,Beverage,QuickSupplies,26,2.82
2025-10-07,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-10-07,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-10-07,P015,Chocolate Bar,Food,QuickSupplies,14,3.24
2025-10-07,P016,Cookie Pack,Food,Local Bakery Co,26,9.06
2025-10-07,P017,Cold Brew 330ml,Beverage,QuickSupplies,36,5.34
2025-10-07,P018,Iced Latte 330ml,Beverage,Gourmet Beans,20,4.68
2025-10-07,P019,Cup 8oz,Supply,Gourmet Beans,8,0.45
2025-10-07,P020,Paper Cup 12oz,Supply,BeverageHub,8,1.05
2025-10-08,P001,Espresso Beans 250g,Beverage,Gourmet Beans,5,7.58
2025-10-08,P002,Espresso Beans 1kg,Beverage,BeverageHub,12,2.81
2025-10-08,P003,Ground Coffee 500g,Beverage,BeverageHub,44,7.25
2025-10-08,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-10-08,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-10-08,P006,Croissant,Bakery,FreshDairy,4,6.35
2025-10-08,P007,Pain au Chocolat,Bakery,Gourmet Beans,40,1.52
2025-10-08,P008,Bagel,Bakery,FreshDairy,26,6.88
2025-10-08,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-10-08,P010,Muffin,Bakery,FreshDairy,12,7.26
2025-10-08,P011,Bottled Water 500ml,Beverage,Gourmet Beans,62,2.3
2025-10-08,P012,Orange Juice 1L,Beverage,QuickSupplies,23,2.82
2025-10-08,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-10-08,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-10-08,P015,Chocolate Bar,Food,QuickSupplies,15,3.24
2025-10-08,P016,Cookie Pack,Food,Local Bakery Co,25,9.06
2025-10-08,P017,Cold Brew 330ml,Beverage,QuickSupplies,37,5.34
2025-10-08,P018,Iced Latte 330ml,Beverage,Gourmet Beans,18,4.68
2025-10-08,P019,Cup 8oz,Supply,Gourmet Beans,7,0.45
2025-10-08,P020,Paper Cup 12oz,Supply,BeverageHub,14,1.05
2025-10-09,P001,Espresso Beans 250g,Beverage,Gourmet Beans,11,7.58
2025-10-09,P002,Espresso Beans 1kg,Beverage,BeverageHub,15,2.81
2025-10-09,P003,Ground Coffee 500g,Beverage,BeverageHub,38,7.25
2025-10-09,P004,Latte Milk 1L,Dairy,QuickSupplies,6,7.78
2025-10-09,P005,Oat Milk 1L,Dairy,Local Bakery Co,12,9.61
2025-10-09,P006,Croissant,Bakery,FreshDairy,10,6.35
2025-10-09,P007,Pain au Chocolat,Bakery,Gourmet Beans,35,1.52
2025-10-09,P008,Bagel,Bakery,FreshDairy,20,6.88
2025-10-09,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-10-09,P010,Muffin,Bakery,FreshDairy,17,7.26
2025-10-09,P011,Bottled Water 500ml,Beverage,Gourmet Beans,58,2.3
2025-10-09,P012,Orange Juice 1L,Beverage,QuickSupplies,29,2.82
2025-10-09,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-10-09,P014,Sandwich Veggie,Food,Gourmet Beans,7,3.7
2025-10-09,P015,Chocolate Bar,Food,QuickSupplies,10,3.24
2025-10-09,P016,Cookie Pack,Food,Local Bakery Co,33,9.06
2025-10-09,P017,Cold Brew 330ml,Beverage,QuickSupplies,40,5.34
2025-10-09,P018,Iced Latte 330ml,Beverage,Gourmet Beans,17,4.68
2025-10-09,P019,Cup 8oz,Supply,Gourmet Beans,4,0.45
2025-10-09,P020,Paper Cup 12oz,Supply,BeverageHub,11,1.05
2025-10-10,P001,Espresso Beans 250g,Beverage,Gourmet Beans,9,7.58
2025-10-10,P002,Espresso Beans 1kg,Beverage,BeverageHub,11,2.81
2025-10-10,P003,Ground Coffee 500g,Beverage,BeverageHub,36,7.25
2025-10-10,P004,Latte Milk 1L,Dairy,QuickSupplies,3,7.78
2025-10-10,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-10-10,P006,Croissant,Bakery,FreshDairy,5,6.35
2025-10-10,P007,Pain au Chocolat,Bakery,Gourmet Beans,37,1.52
2025-10-10,P008,Bagel,Bakery,FreshDairy,27,6.88
2025-10-10,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-10-10,P010,Muffin,Bakery,FreshDairy,7,7.26
2025-10-10,P011,Bottled Water 500ml,Beverage,Gourmet Beans,58,2.3
2025-10-10,P012,Orange Juice 1L,Beverage,QuickSupplies,19,2.82
2025-10-10,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-10-10,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-10-10,P015,Chocolate Bar,Food,QuickSupplies,15,3.24
2025-10-10,P016,Cookie Pack,Food,Local Bakery Co,28,9.06
2025-10-10,P017,Cold Brew 330ml,Beverage,QuickSupplies,30,5.34
2025-10-10,P018,Iced Latte 330ml,Beverage,Gourmet Beans,14,4.68
2025-10-10,P019,Cup 8oz,Supply,Gourmet Beans,13,0.45
2025-10-10,P020,Paper Cup 12oz,Supply,BeverageHub,7,1.05
2025-10-11,P001,Espresso Beans 250g,Beverage,Gourmet Beans,8,7.58
2025-10-11,P002,Espresso Beans 1kg,Beverage,BeverageHub,25,2.81
2025-10-11,P003,Ground Coffee 500g,Beverage,BeverageHub,55,7.25
2025-10-11,P004,Latte Milk 1L,Dairy,QuickSupplies,4,7.78
2025-10-11,P005,Oat Milk 1L,Dairy,Local Bakery Co,7,9.61
2025-10-11,P006,Croissant,Bakery,FreshDairy,5,6.35
2025-10-11,P007,Pain au Chocolat,Bakery,Gourmet Beans,44,1.52
2025-10-11,P008,Bagel,Bakery,FreshDairy,26,6.88
2025-10-11,P009,Sourdough Loaf,Bakery,FreshDairy,6,3.36
2025-10-11,P010,Muffin,Bakery,FreshDairy,22,7.26
2025-10-11,P011,Bottled Water 500ml,Beverage,Gourmet Beans,69,2.3
2025-10-11,P012,Orange Juice 1L,Beverage,QuickSupplies,31,2.82
2025-10-11,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-10-11,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-10-11,P015,Chocolate Bar,Food,QuickSupplies,12,3.24
2025-10-11,P016,Cookie Pack,Food,Local Bakery Co,24,9.06
2025-10-11,P017,Cold Brew 330ml,Beverage,QuickSupplies,44,5.34
2025-10-11,P018,Iced Latte 330ml,Beverage,Gourmet Beans,30,4.68
2025-10-11,P019,Cup 8oz,Supply,Gourmet Beans,7,0.45
2025-10-11,P020,Paper Cup 12oz,Supply,BeverageHub,11,1.05
2025-10-12,P001,Espresso Beans 250g,Beverage,Gourmet Beans,11,7.58
2025-10-12,P002,Espresso Beans 1kg,Beverage,BeverageHub,29,2.81
2025-10-12,P003,Ground Coffee 500g,Beverage,BeverageHub,47,7.25
2025-10-12,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-10-12,P005,Oat Milk 1L,Dairy,Local Bakery Co,10,9.61
2025-10-12,P006,Croissant,Bakery,FreshDairy,6,6.35
2025-10-12,P007,Pain au Chocolat,Bakery,Gourmet Beans,50,1.52
2025-10-12,P008,Bagel,Bakery,FreshDairy,28,6.88
2025-10-12,P009,Sourdough Loaf,Bakery,FreshDairy,6,3.36
2025-10-12,P010,Muffin,Bakery,FreshDairy,11,7.26
2025-10-12,P011,Bottled Water 500ml,Beverage,Gourmet Beans,68,2.3
2025-10-12,P012,Orange Juice 1L,Beverage,QuickSupplies,44,2.82
2025-10-12,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-10-12,P014,Sandwich Veggie,Food,Gourmet Beans,11,3.7
2025-10-12,P015,Chocolate Bar,Food,QuickSupplies,13,3.24
2025-10-12,P016,Cookie Pack,Food,Local Bakery Co,28,9.06
2025-10-12,P017,Cold Brew 330ml,Beverage,QuickSupplies,33,5.34
2025-10-12,P018,Iced Latte 330ml,Beverage,Gourmet Beans,18,4.68
2025-10-12,P019,Cup 8oz,Supply,Gourmet Beans,8,0.45
2025-10-12,P020,Paper Cup 12oz,Supply,BeverageHub,15,1.05
2025-10-13,P001,Espresso Beans 250g,Beverage,Gourmet Beans,14,7.58
2025-10-13,P002,Espresso Beans 1kg,Beverage,BeverageHub,20,2.81
2025-10-13,P003,Ground Coffee 500g,Beverage,BeverageHub,32,7.25
2025-10-13,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-10-13,P005,Oat Milk 1L,Dairy,Local Bakery Co,5,9.61
2025-10-13,P006,Croissant,Bakery,FreshDairy,5,6.35
2025-10-13,P007,Pain au Chocolat,Bakery,Gourmet Beans,21,1.52
2025-10-13,P008,Bagel,Bakery,FreshDairy,24,6.88
2025-10-13,P009,Sourdough Loaf,Bakery,FreshDairy,3,3.36
2025-10-13,P010,Muffin,Bakery,FreshDairy,4,7.26
2025-10-13,P011,Bottled Water 500ml,Beverage,Gourmet Beans,51,2.3
2025-10-13,P012,Orange Juice 1L,Beverage,QuickSupplies,31,2.82
2025-10-13,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-10-13,P014,Sandwich Veggie,Food,Gourmet Beans,4,3.7
2025-10-13,P015,Chocolate Bar,Food,QuickSupplies,9,3.24
2025-10-13,P016,Cookie Pack,Food,Local Bakery Co,26,9.06
2025-10-13,P017,Cold Brew 330ml,Beverage,QuickSupplies,36,5.34
2025-10-13,P018,Iced Latte 330ml,Beverage,Gourmet Beans,16,4.68
2025-10-13,P019,Cup 8oz,Supply,Gourmet Beans,3,0.45
2025-10-13,P020,Paper Cup 12oz,Supply,BeverageHub,19,1.05
2025-10-14,P001,Espresso Beans 250g,Beverage,Gourmet Beans,9,7.58
2025-10-14,P002,Espresso Beans 1kg,Beverage,BeverageHub,23,2.81
2025-10-14,P003,Ground Coffee 500g,Beverage,BeverageHub,32,7.25
2025-10-14,P004,Latte Milk 1L,Dairy,QuickSupplies,6,7.78
2025-10-14,P005,Oat Milk 1L,Dairy,Local Bakery Co,11,9.61
2025-10-14,P006,Croissant,Bakery,FreshDairy,7,6.35
2025-10-14,P007,Pain au Chocolat,Bakery,Gourmet Beans,34,1.52
2025-10-14,P008,Bagel,Bakery,FreshDairy,17,6.88
2025-10-14,P009,Sourdough Loaf,Bakery,FreshDairy,9,3.36
2025-10-14,P010,Muffin,Bakery,FreshDairy,13,7.26
2025-10-14,P011,Bottled Water 500ml,Beverage,Gourmet Beans,41,2.3
2025-10-14,P012,Orange Juice 1L,Beverage,QuickSupplies,25,2.82
2025-10-14,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-10-14,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-10-14,P015,Chocolate Bar,Food,QuickSupplies,17,3.24
2025-10-14,P016,Cookie Pack,Food,Local Bakery Co,26,9.06
2025-10-14,P017,Cold Brew 330ml,Beverage,QuickSupplies,25,5.34
2025-10-14,P018,Iced Latte 330ml,Beverage,Gourmet Beans,14,4.68
2025-10-14,P019,Cup 8oz,Supply,Gourmet Beans,4,0.45
2025-10-14,P020,Paper Cup 12oz,Supply,BeverageHub,13,1.05
2025-10-15,P001,Espresso Beans 250g,Beverage,Gourmet Beans,10,7.58
2025-10-15,P002,Espresso Beans 1kg,Beverage,BeverageHub,17,2.81
2025-10-15,P003,Ground Coffee 500g,Beverage,BeverageHub,38,7.25
2025-10-15,P004,Latte Milk 1L,Dairy,QuickSupplies,5,7.78
2025-10-15,P005,Oat Milk 1L,Dairy,Local Bakery Co,7,9.61
2025-10-15,P006,Croissant,Bakery,FreshDairy,3,6.35
2025-10-15,P007,Pain au Chocolat,Bakery,Gourmet Beans,27,1.52
2025-10-15,P008,Bagel,Bakery,FreshDairy,27,6.88
2025-10-15,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-10-15,P010,Muffin,Bakery,FreshDairy,17,7.26
2025-10-15,P011,Bottled Water 500ml,Beverage,Gourmet Beans,50,2.3
2025-10-15,P012,Orange Juice 1L,Beverage,QuickSupplies,21,2.82
2025-10-15,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-10-15,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-10-15,P015,Chocolate Bar,Food,QuickSupplies,16,3.24
2025-10-15,P016,Cookie Pack,Food,Local Bakery Co,28,9.06
2025-10-15,P017,Cold Brew 330ml,Beverage,QuickSupplies,29,5.34
2025-10-15,P018,Iced Latte 330ml,Beverage,Gourmet Beans,13,4.68
2025-10-15,P019,Cup 8oz,Supply,Gourmet Beans,10,0.45
2025-10-15,P020,Paper Cup 12oz,Supply,BeverageHub,10,1.05
2025-10-16,P001,Espresso Beans 250g,Beverage,Gourmet Beans,11,7.58
2025-10-16,P002,Espresso Beans 1kg,Beverage,BeverageHub,26,2.81
2025-10-16,P003,Ground Coffee 500g,Beverage,BeverageHub,33,7.25
2025-10-16,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-10-16,P005,Oat Milk 1L,Dairy,Local Bakery Co,13,9.61
2025-10-16,P006,Croissant,Bakery,FreshDairy,5,6.35
2025-10-16,P007,Pain au Chocolat,Bakery,Gourmet Beans,43,1.52
2025-10-16,P008,Bagel,Bakery,FreshDairy,25,6.88
2025-10-16,P009,Sourdough Loaf,Bakery,FreshDairy,8,3.36
2025-10-16,P010,Muffin,Bakery,FreshDairy,16,7.26
2025-10-16,P011,Bottled Water 500ml,Beverage,Gourmet Beans,34,2.3
2025-10-16,P012,Orange Juice 1L,Beverage,QuickSupplies,24,2.82
2025-10-16,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-10-16,P014,Sandwich Veggie,Food,Gourmet Beans,10,3.7
2025-10-16,P015,Chocolate Bar,Food,QuickSupplies,16,3.24
2025-10-16,P016,Cookie Pack,Food,Local Bakery Co,31,9.06
2025-10-16,P017,Cold Brew 330ml,Beverage,QuickSupplies,24,5.34
2025-10-16,P018,Iced Latte 330ml,Beverage,Gourmet Beans,21,4.68
2025-10-16,P019,Cup 8oz,Supply,Gourmet Beans,10,0.45
2025-10-16,P020,Paper Cup 12oz,Supply,BeverageHub,9,1.05
2025-10-17,P001,Espresso Beans 250g,Beverage,Gourmet Beans,9,7.58
2025-10-17,P002,Espresso Beans 1kg,Beverage,BeverageHub,18,2.81
2025-10-17,P003,Ground Coffee 500g,Beverage,BeverageHub,34,7.25
2025-10-17,P004,Latte Milk 1L,Dairy,QuickSupplies,5,7.78
2025-10-17,P005,Oat Milk 1L,Dairy,Local Bakery Co,9,9.61
2025-10-17,P006,Croissant,Bakery,FreshDairy,3,6.35
2025-10-17,P007,Pain au Chocolat,Bakery,Gourmet Beans,35,1.52
2025-10-17,P008,Bagel,Bakery,FreshDairy,16,6.88
2025-10-17,P009,Sourdough Loaf,Bakery,FreshDairy,6,3.36
2025-10-17,P010,Muffin,Bakery,FreshDairy,13,7.26
2025-10-17,P011,Bottled Water 500ml,Beverage,Gourmet Beans,38,2.3
2025-10-17,P012,Orange Juice 1L,Beverage,QuickSupplies,14,2.82
2025-10-17,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-10-17,P014,Sandwich Veggie,Food,Gourmet Beans,8,3.7
2025-10-17,P015,Chocolate Bar,Food,QuickSupplies,17,3.24
2025-10-17,P016,Cookie Pack,Food,Local Bakery Co,20,9.06
2025-10-17,P017,Cold Brew 330ml,Beverage,QuickSupplies,24,5.34
2025-10-17,P018,Iced Latte 330ml,Beverage,Gourmet Beans,13,4.68
2025-10-17,P019,Cup 8oz,Supply,Gourmet Beans,5,0.45
2025-10-17,P020,Paper Cup 12oz,Supply,BeverageHub,9,1.05
2025-10-18,P001,Espresso Beans 250g,Beverage,Gourmet Beans,9,7.58
2025-10-18,P002,Espresso Beans 1kg,Beverage,BeverageHub,16,2.81
2025-10-18,P003,Ground Coffee 500g,Beverage,BeverageHub,43,7.25
2025-10-18,P004,Latte Milk 1L,Dairy,QuickSupplies,5,7.78
2025-10-18,P005,Oat Milk 1L,Dairy,Local Bakery Co,5,9.61
2025-10-18,P006,Croissant,Bakery,FreshDairy,6,6.35
2025-10-18,P007,Pain au Chocolat,Bakery,Gourmet Beans,47,1.52
2025-10-18,P008,Bagel,Bakery,FreshDairy,25,6.88
2025-10-18,P009,Sourdough Loaf,Bakery,FreshDairy,4,3.36
2025-10-18,P010,Muffin,Bakery,FreshDairy,11,7.26
2025-10-18,P011,Bottled Water 500ml,Beverage,Gourmet Beans,58,2.3
2025-10-18,P012,Orange Juice 1L,Beverage,QuickSupplies,30,2.82
2025-10-18,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-10-18,P014,Sandwich Veggie,Food,Gourmet Beans,8,3.7
2025-10-18,P015,Chocolate Bar,Food,QuickSupplies,7,3.24
2025-10-18,P016,Cookie Pack,Food,Local Bakery Co,23,9.06
2025-10-18,P017,Cold Brew 330ml,Beverage,QuickSupplies,57,5.34
2025-10-18,P018,Iced Latte 330ml,Beverage,Gourmet Beans,9,4.68
